Town,At least one census tract SVI≥0.75,Population,Initiated Vaccination Count,Initiated Vaccination Percent,Fully Vaccinated Count,Fully Vaccinated Percent,Date Updated
North Haven,No,23683,15352,64.82,12392,52.32,05/05/2021
North Stonington,No,5196,2486,47.84,2012,38.72,05/05/2021
Norwalk,Yes,88816,47178,53.12,32277,36.34,05/05/2021
Norwich,Yes,38768,16476,42.5,12248,31.59,05/05/2021
Old Lyme,No,7306,4790,65.56,3942,53.96,05/05/2021
Old Saybrook,No,10061,7314,72.7,5977,59.41,05/05/2021
Orange,Yes,13926,8511,61.12,6862,49.27,05/05/2021
Oxford,No,13255,7247,54.67,5762,43.47,05/05/2021
Plainfield,Yes,15125,5974,39.5,4644,30.7,05/05/2021
Plainville,No,17534,9131,52.08,6987,39.85,05/05/2021
Plymouth,No,11598,5004,43.15,3614,31.16,05/05/2021
Pomfret,No,4203,2132,50.73,1678,39.92,05/05/2021
Portland,No,9267,5497,59.32,4300,46.4,05/05/2021
Preston,No,4625,2359,51.01,1970,42.59,05/05/2021
Prospect,No,9702,5298,54.61,4304,44.36,05/05/2021
Putnam,No,9389,3859,41.1,2834,30.18,05/05/2021
Redding,No,9116,5059,55.5,3742,41.05,05/05/2021
Resident out of state,,,52570,,34821,,05/05/2021
Ridgefield,No,24959,15165,60.76,11515,46.14,05/05/2021
Rocky Hill,No,20115,12298,61.14,9271,46.09,05/05/2021
Roxbury,No,2152,1435,66.68,1135,52.74,05/05/2021
Salem,No,4083,2109,51.65,1714,41.98,05/05/2021
Salisbury,No,3600,2710,75.28,1903,52.86,05/05/2021
Scotland,No,1672,750,44.86,600,35.89,05/05/2021
Seymour,No,16437,8358,50.85,6119,37.23,05/05/2021
Sharon,No,2689,1618,60.17,1195,44.44,05/05/2021
Shelton,No,41129,22839,55.53,17575,42.73,05/05/2021
Sherman,No,3630,1935,53.31,1481,40.8,05/05/2021
Simsbury,No,25395,15845,62.39,12399,48.82,05/05/2021
Somers,No,10784,5311,49.25,4237,39.29,05/05/2021
South Windsor,No,26162,16161,61.77,12292,46.98,05/05/2021
Southbury,No,19571,12251,62.6,10030,51.25,05/05/2021
Southington,No,43834,25225,57.55,20247,46.19,05/05/2021
Sprague,No,2859,1143,39.98,905,31.65,05/05/2021
Stafford,No,11893,5135,43.18,3901,32.8,05/05/2021
Stamford,Yes,129638,70863,54.66,47074,36.31,05/05/2021
Sterling,No,3782,1228,32.47,947,25.04,05/05/2021
Stonington,No,18559,11012,59.34,9272,49.96,05/05/2021
Stratford,No,51849,25155,48.52,18246,35.19,05/05/2021
Suffield,No,15814,8553,54.08,6587,41.65,05/05/2021
Thomaston,No,7535,3690,48.97,2669,35.42,05/05/2021
Thompson,No,9379,3333,35.54,2580,27.51,05/05/2021
Tolland,No,14618,8455,57.84,6520,44.6,05/05/2021
Torrington,Yes,34044,16535,48.57,12320,36.19,05/05/2021
Trumbull,No,35673,21704,60.84,16535,46.35,05/05/2021
Union,No,839,447,53.28,355,42.31,05/05/2021
Vernon,Yes,29359,15775,53.73,11665,39.73,05/05/2021
Voluntown,No,2510,1177,46.89,947,37.73,05/05/2021
Wallingford,No,44326,26184,59.07,20683,46.66,05/05/2021
Warren,No,1395,815,58.42,651,46.67,05/05/2021
Washington,No,3428,2259,65.9,1753,51.14,05/05/2021
Waterbury,Yes,107568,38447,35.74,26771,24.89,05/05/2021
Waterford,Yes,18746,11482,61.25,9425,50.28,05/05/2021
Watertown,No,21578,11613,53.82,8757,40.58,05/05/2021
West Hartford,Yes,62965,40944,65.03,31790,50.49,05/05/2021
West Haven,Yes,54620,24963,45.7,18033,33.02,05/05/2021
Westbrook,No,6869,4241,61.74,3317,48.29,05/05/2021
Weston,No,10252,6271,61.17,4828,47.09,05/05/2021
Westport,No,28491,17258,60.57,13285,46.63,05/05/2021
Wethersfield,No,26008,16133,62.03,12909,49.63,05/05/2021
Willington,No,5864,2823,48.14,2062,35.16,05/05/2021
Wilton,No,18343,11617,63.33,8724,47.56,05/05/2021
Winchester,Yes,10604,4858,45.81,3844,36.25,05/05/2021
Windham,Yes,24561,9608,39.12,6725,27.38,05/05/2021
Windsor,No,28733,16206,56.4,12311,42.85,05/05/2021
Windsor Locks,Yes,12854,6460,50.26,4914,38.23,05/05/2021
Wolcott,No,16587,8679,52.32,6734,40.6,05/05/2021
Woodbridge,No,8750,5785,66.11,4659,53.25,05/05/2021
Woodbury,No,9502,5528,58.18,4366,45.95,05/05/2021
Woodstock,No,7858,3896,49.58,3080,39.2,05/05/2021
Address pending validation,,,4219,,3075,,05/12/2021
Andover,No,3236,1812,56,1514,46.79,05/12/2021
Ansonia,Yes,18654,8133,43.6,6258,33.55,05/12/2021
Ashford,No,4255,2230,52.41,1852,43.53,05/12/2021
Avon,No,18276,12528,68.55,10599,57.99,05/12/2021
Barkhamsted,No,3606,2035,56.43,1699,47.12,05/12/2021
Beacon Falls,No,6222,3341,53.7,2760,44.36,05/12/2021
Berlin,No,20436,12262,60,10631,52.02,05/12/2021
Bethany,No,5548,3307,59.61,2870,51.73,05/12/2021
Bethel,No,19800,10242,51.73,8107,40.94,05/12/2021
Bethlehem,No,3402,1811,53.23,1488,43.74,05/12/2021
Bloomfield,No,21211,12543,59.13,10380,48.94,05/12/2021
Bolton,No,4884,2858,58.52,2466,50.49,05/12/2021
Bozrah,No,2726,1359,49.85,1148,42.11,05/12/2021
Branford,No,27900,17884,64.1,15330,54.95,05/12/2021
Bridgeport,Yes,144399,53605,37.12,38328,26.54,05/12/2021
Bridgewater,No,1635,1086,66.42,911,55.72,05/12/2021
Bristol,Yes,59947,30958,51.64,24353,40.62,05/12/2021
Brookfield,No,16973,10067,59.31,8147,48,05/12/2021
Brooklyn,No,8272,3704,44.78,3083,37.27,05/12/2021
Burlington,No,9704,5690,58.64,4756,49.01,05/12/2021
Canaan,No,1053,862,81.86,654,62.11,05/12/2021
Canterbury,No,5079,2373,46.72,1927,37.94,05/12/2021
Canton,No,10254,6202,60.48,5226,50.97,05/12/2021
Chaplin,No,2239,1053,47.03,868,38.77,05/12/2021
Cheshire,No,28937,18700,64.62,16072,55.54,05/12/2021
Chester,No,4213,2608,61.9,2257,53.57,05/12/2021
Clinton,No,12925,8301,64.22,6854,53.03,05/12/2021
Colchester,No,15809,8877,56.15,7427,46.98,05/12/2021
Colebrook,No,1400,767,54.79,631,45.07,05/12/2021
Columbia,No,5379,3102,57.67,2659,49.43,05/12/2021
Cornwall,No,1362,953,69.97,769,56.46,05/12/2021
Coventry,No,12407,6816,54.94,5740,46.26,05/12/2021
Cromwell,No,13839,9191,66.41,7691,55.57,05/12/2021
Danbury,Yes,84694,41547,49.06,29091,34.35,05/12/2021
Darien,No,21728,13480,62.04,10747,49.46,05/12/2021
Deep River,No,4443,2825,63.58,2387,53.72,05/12/2021
Derby,Yes,12339,6411,51.96,4655,37.73,05/12/2021
Durham,No,7165,4446,62.05,3806,53.12,05/12/2021
East Granby,No,5140,3019,58.74,2511,48.85,05/12/2021
East Haddam,No,8997,4733,52.61,3663,40.71,05/12/2021
East Hampton,No,12800,7170,56.02,5976,46.69,05/12/2021
East Hartford,Yes,49872,23873,47.87,17457,35,05/12/2021
East Haven,Yes,28569,13932,48.77,11471,40.15,05/12/2021
East Lyme,No,18462,11896,64.44,10253,55.54,05/12/2021
East Windsor,No,11668,5733,49.13,4597,39.4,05/12/2021
Eastford,No,1790,845,47.21,705,39.39,05/12/2021
Easton,No,7521,4499,59.82,3717,49.42,05/12/2021
Ellington,No,16467,9174,55.71,7632,46.35,05/12/2021
Enfield,Yes,43659,20579,47.14,16559,37.93,05/12/2021
Essex,No,6668,4720,70.79,4137,62.04,05/12/2021
Fairfield,No,62045,36392,58.65,29659,47.8,05/12/2021
Farmington,No,25497,17426,68.35,14578,57.18,05/12/2021
Franklin,No,1920,1047,54.53,899,46.82,05/12/2021
Glastonbury,No,34482,22948,66.55,19504,56.56,05/12/2021
Goshen,No,2863,1697,59.27,1422,49.67,05/12/2021
Granby,No,11507,6737,58.55,5676,49.33,05/12/2021
Greenwich,No,62840,36663,58.34,29413,46.81,05/12/2021
Griswold,Yes,11534,4959,42.99,4094,35.5,05/12/2021
Groton,Yes,38436,17924,46.63,14388,37.43,05/12/2021
Guilford,No,22133,14926,67.44,12981,58.65,05/12/2021
Haddam,No,8193,5333,65.09,4481,54.69,05/12/2021
Hamden,No,60556,32100,53.01,26988,44.57,05/12/2021
Hampton,No,1842,950,51.57,806,43.76,05/12/2021
Hartford,Yes,122105,42534,34.83,31364,25.69,05/12/2021
Hartland,No,2120,1009,47.59,854,40.28,05/12/2021
Harwinton,No,5420,3022,55.76,2589,47.77,05/12/2021
Hebron,No,9504,5632,59.26,4807,50.58,05/12/2021
Kent,No,2777,2048,73.75,1659,59.74,05/12/2021
Killingly,Yes,17336,7217,41.63,5845,33.72,05/12/2021
Killingworth,No,6364,4012,63.04,3435,53.98,05/12/2021
Lebanon,No,7144,3901,54.61,3310,46.33,05/12/2021
Ledyard,No,14621,7717,52.78,6419,43.9,05/12/2021
Lisbon,No,4220,2116,50.14,1792,42.46,05/12/2021
Litchfield,No,8094,4827,59.64,3931,48.57,05/12/2021
Lyme,No,2316,1760,75.99,1504,64.94,05/12/2021
Madison,No,18030,12307,68.26,10704,59.37,05/12/2021
Manchester,Yes,57584,30054,52.19,23237,40.35,05/12/2021
Mansfield,No,25487,7915,31.06,6393,25.08,05/12/2021
Marlborough,No,6335,3770,59.51,3211,50.69,05/12/2021
Meriden,Yes,59395,28315,47.67,21450,36.11,05/12/2021
Middlebury,No,7798,4802,61.58,4018,51.53,05/12/2021
Middlefield,No,4374,2609,59.65,2227,50.91,05/12/2021
Middletown,Yes,46258,27712,59.91,21695,46.9,05/12/2021
Milford,Yes,54747,31890,58.25,26460,48.33,05/12/2021
Monroe,No,19434,11079,57.01,9129,46.97,05/12/2021
Montville,Yes,18508,8821,47.66,7349,39.71,05/12/2021
Morris,No,2254,1171,51.95,953,42.28,05/12/2021
Naugatuck,No,31108,14870,47.8,11628,37.38,05/12/2021
New Britain,Yes,72495,27800,38.35,21314,29.4,05/12/2021
New Canaan,No,20233,13026,64.38,10386,51.33,05/12/2021
New Fairfield,No,13878,7494,54,5982,43.1,05/12/2021
New Hartford,No,6656,3790,56.94,3211,48.24,05/12/2021
New Haven,Yes,130250,56687,43.52,45259,34.75,05/12/2021
New London,Yes,26858,11531,42.93,8747,32.57,05/12/2021
New Milford,No,26805,15515,57.88,11959,44.61,05/12/2021
Newington,No,30014,18469,61.53,15399,51.31,05/12/2021
Newtown,No,27891,16665,59.75,13699,49.12,05/12/2021
Norfolk,No,1630,871,53.44,715,43.87,05/12/2021
North Branford,No,14146,8836,62.46,7493,52.97,05/12/2021
North Canaan,No,3251,1241,38.17,927,28.51,05/12/2021
North Haven,No,23683,15705,66.31,13609,57.46,05/12/2021
North Stonington,No,5196,2562,49.31,2167,41.71,05/12/2021
Norwalk,Yes,88816,49256,55.46,36862,41.5,05/12/2021
Norwich,Yes,38768,17367,44.8,13516,34.86,05/12/2021
Old Lyme,No,7306,4901,67.08,4199,57.47,05/12/2021
Old Saybrook,No,10061,7485,74.4,6398,63.59,05/12/2021
Orange,Yes,13926,8704,62.5,7494,53.81,05/12/2021
Oxford,No,13255,7387,55.73,6298,47.51,05/12/2021
Plainfield,Yes,15125,6176,40.83,5054,33.41,05/12/2021
Plainville,No,17534,9389,53.55,7617,43.44,05/12/2021
Plymouth,No,11598,5186,44.71,3993,34.43,05/12/2021
Pomfret,No,4203,2188,52.06,1822,43.35,05/12/2021
Portland,No,9267,5650,60.97,4753,51.29,05/12/2021
Preston,No,4625,2440,52.76,2096,45.32,05/12/2021
Prospect,No,9702,5420,55.86,4627,47.69,05/12/2021
Putnam,No,9389,4035,42.98,3132,33.36,05/12/2021
Redding,No,9116,5168,56.69,4205,46.13,05/12/2021
Resident out of state,,,55301,,40323,,05/12/2021
Ridgefield,No,24959,15568,62.37,12793,51.26,05/12/2021
Rocky Hill,No,20115,12709,63.18,10571,52.55,05/12/2021
Roxbury,No,2152,1466,68.12,1209,56.18,05/12/2021
Salem,No,4083,2180,53.39,1860,45.55,05/12/2021
Salisbury,No,3600,2863,79.53,2081,57.81,05/12/2021
Scotland,No,1672,762,45.57,658,39.35,05/12/2021
Seymour,No,16437,8638,52.55,6852,41.69,05/12/2021
Sharon,No,2689,1649,61.32,1315,48.9,05/12/2021
Shelton,No,41129,23546,57.25,19351,47.05,05/12/2021
Sherman,No,3630,1995,54.96,1592,43.86,05/12/2021
Simsbury,No,25395,16249,63.99,13678,53.86,05/12/2021
Somers,No,10784,5503,51.03,4673,43.33,05/12/2021
South Windsor,No,26162,16690,63.79,13917,53.2,05/12/2021
Southbury,No,19571,12522,63.98,10768,55.02,05/12/2021
Southington,No,43834,25887,59.06,22045,50.29,05/12/2021
Sprague,No,2859,1174,41.06,964,33.72,05/12/2021
Stafford,No,11893,5390,45.32,4475,37.63,05/12/2021
Stamford,Yes,129638,74437,57.42,55579,42.87,05/12/2021
Sterling,No,3782,1289,34.08,1055,27.9,05/12/2021
Stonington,No,18559,11300,60.89,9838,53.01,05/12/2021
Stratford,No,51849,26019,50.18,20276,39.11,05/12/2021
Suffield,No,15814,8802,55.66,7352,46.49,05/12/2021
Thomaston,No,7535,3831,50.84,2922,38.78,05/12/2021
Thompson,No,9379,3476,37.06,2797,29.82,05/12/2021
Tolland,No,14618,8671,59.32,7329,50.14,05/12/2021
Torrington,Yes,34044,17148,50.37,13657,40.12,05/12/2021
Trumbull,No,35673,22265,62.41,18267,51.21,05/12/2021
Union,No,839,459,54.71,391,46.6,05/12/2021
Vernon,Yes,29359,16353,55.7,13354,45.49,05/12/2021
Voluntown,No,2510,1205,48.01,1020,40.64,05/12/2021
Wallingford,No,44326,26978,60.86,22823,51.49,05/12/2021
Warren,No,1395,837,60,694,49.75,05/12/2021
Washington,No,3428,2325,67.82,1908,55.66,05/12/2021
Waterbury,Yes,107568,40738,37.87,29724,27.63,05/12/2021
Waterford,Yes,18746,11808,62.99,10062,53.68,05/12/2021
Watertown,No,21578,11969,55.47,9559,44.3,05/12/2021
West Hartford,Yes,62965,42058,66.8,35114,55.77,05/12/2021
West Haven,Yes,54620,25947,47.5,20251,37.08,05/12/2021
Westbrook,No,6869,4386,63.85,3621,52.72,05/12/2021
Weston,No,10252,6429,62.71,5324,51.93,05/12/2021
Westport,No,28491,17596,61.76,14591,51.21,05/12/2021
Wethersfield,No,26008,16585,63.77,14289,54.94,05/12/2021
Willington,No,5864,2908,49.59,2351,40.09,05/12/2021
Wilton,No,18343,11926,65.02,9756,53.19,05/12/2021
Winchester,Yes,10604,5092,48.02,4214,39.74,05/12/2021
Windham,Yes,24561,10026,40.82,7562,30.79,05/12/2021
Windsor,No,28733,16830,58.57,13694,47.66,05/12/2021
Windsor Locks,Yes,12854,6716,52.25,5497,42.76,05/12/2021
Wolcott,No,16587,8896,53.63,7231,43.59,05/12/2021
Woodbridge,No,8750,5890,67.31,5106,58.35,05/12/2021
Woodbury,No,9502,5665,59.62,4703,49.49,05/12/2021
Woodstock,No,7858,3991,50.79,3355,42.7,05/12/2021
Address pending validation,,,4263,,3365,,05/19/2021
Andover,No,3236,1843,56.95,1597,49.35,05/19/2021
Ansonia,Yes,18654,8486,45.49,6765,36.27,05/19/2021
Ashford,No,4255,2274,53.44,1957,45.99,05/19/2021
Avon,No,18276,12761,69.82,11085,60.65,05/19/2021
Barkhamsted,No,3606,2076,57.57,1802,49.97,05/19/2021
Beacon Falls,No,6222,3434,55.19,2918,46.9,05/19/2021
Berlin,No,20436,12452,60.93,11069,54.16,05/19/2021
Bethany,No,5548,3422,61.68,3005,54.16,05/19/2021
Bethel,No,19800,10740,54.24,8709,43.98,05/19/2021
Bethlehem,No,3402,1853,54.47,1566,46.03,05/19/2021
Bloomfield,No,21211,12758,60.15,10908,51.43,05/19/2021
Bolton,No,4884,2955,60.5,2586,52.95,05/19/2021
Bozrah,No,2726,1404,51.5,1211,44.42,05/19/2021
Branford,No,27900,18319,65.66,16056,57.55,05/19/2021
Bridgeport,Yes,144399,56065,38.83,42691,29.56,05/19/2021
Bridgewater,No,1635,1101,67.34,943,57.68,05/19/2021
Bristol,Yes,59947,31866,53.16,26095,43.53,05/19/2021
Brookfield,No,16973,10322,60.81,8642,50.92,05/19/2021
Brooklyn,No,8272,3834,46.35,3260,39.41,05/19/2021
Burlington,No,9704,5808,59.85,4965,51.16,05/19/2021
Canaan,No,1053,872,82.81,689,65.43,05/19/2021
Canterbury,No,5079,2416,47.57,2026,39.89,05/19/2021
Canton,No,10254,6326,61.69,5486,53.5,05/19/2021
Chaplin,No,2239,1080,48.24,913,40.78,05/19/2021
Cheshire,No,28937,19549,67.56,16718,57.77,05/19/2021
Chester,No,4213,2695,63.97,2372,56.3,05/19/2021
Clinton,No,12925,8623,66.72,7318,56.62,05/19/2021
Colchester,No,15809,9104,57.59,7797,49.32,05/19/2021
Colebrook,No,1400,781,55.79,660,47.14,05/19/2021
Columbia,No,5379,3148,58.52,2780,51.68,05/19/2021
Cornwall,No,1362,970,71.22,821,60.28,05/19/2021
Coventry,No,12407,6970,56.18,6074,48.96,05/19/2021
Cromwell,No,13839,9402,67.94,8100,58.53,05/19/2021
Danbury,Yes,84694,43788,51.7,32944,38.9,05/19/2021
Darien,No,21728,14451,66.51,11498,52.92,05/19/2021
Deep River,No,4443,2924,65.81,2523,56.79,05/19/2021
Derby,Yes,12339,6782,54.96,5147,41.71,05/19/2021
Durham,No,7165,4582,63.95,3995,55.76,05/19/2021
East Granby,No,5140,3095,60.21,2650,51.56,05/19/2021
East Haddam,No,8997,4860,54.02,3887,43.2,05/19/2021
East Hampton,No,12800,7347,57.4,6260,48.91,05/19/2021
East Hartford,Yes,49872,24868,49.86,19363,38.83,05/19/2021
East Haven,Yes,28569,14387,50.36,12268,42.94,05/19/2021
East Lyme,No,18462,12235,66.27,10737,58.16,05/19/2021
East Windsor,No,11668,5874,50.34,4907,42.06,05/19/2021
Eastford,No,1790,860,48.04,742,41.45,05/19/2021
Easton,No,7521,4736,62.97,3997,53.14,05/19/2021
Ellington,No,16467,9399,57.08,8062,48.96,05/19/2021
Enfield,Yes,43659,21301,48.79,17880,40.95,05/19/2021
Essex,No,6668,4845,72.66,4282,64.22,05/19/2021
Fairfield,No,62045,38541,62.12,31946,51.49,05/19/2021
Farmington,No,25497,17714,69.47,15278,59.92,05/19/2021
Franklin,No,1920,1075,55.99,947,49.32,05/19/2021
Glastonbury,No,34482,23606,68.46,20495,59.44,05/19/2021
Goshen,No,2863,1733,60.53,1492,52.11,05/19/2021
Granby,No,11507,6850,59.53,5950,51.71,05/19/2021
Greenwich,No,62840,39065,62.17,31962,50.86,05/19/2021
Griswold,Yes,11534,5188,44.98,4345,37.67,05/19/2021
Groton,Yes,38436,18607,48.41,15545,40.44,05/19/2021
Guilford,No,22133,15467,69.88,13554,61.24,05/19/2021
Haddam,No,8193,5441,66.41,4742,57.88,05/19/2021
Hamden,No,60556,33409,55.17,28721,47.43,05/19/2021
Hampton,No,1842,972,52.77,841,45.66,05/19/2021
Hartford,Yes,122105,44261,36.25,34402,28.17,05/19/2021
Hartland,No,2120,1024,48.3,901,42.5,05/19/2021
Harwinton,No,5420,3105,57.29,2722,50.22,05/19/2021
Hebron,No,9504,5748,60.48,5017,52.79,05/19/2021
Kent,No,2777,2066,74.4,1722,62.01,05/19/2021
Killingly,Yes,17336,7432,42.87,6163,35.55,05/19/2021
Killingworth,No,6364,4114,64.64,3642,57.23,05/19/2021
Lebanon,No,7144,4005,56.06,3507,49.09,05/19/2021
Ledyard,No,14621,8041,55,6931,47.4,05/19/2021
Lisbon,No,4220,2179,51.64,1878,44.5,05/19/2021
Litchfield,No,8094,4942,61.06,4113,50.82,05/19/2021
Lyme,No,2316,1795,77.5,1588,68.57,05/19/2021
Madison,No,18030,12751,70.72,11176,61.99,05/19/2021
Manchester,Yes,57584,30974,53.79,25187,43.74,05/19/2021
Mansfield,No,25487,8076,31.69,6765,26.54,05/19/2021
Marlborough,No,6335,3843,60.66,3366,53.13,05/19/2021
Meriden,Yes,59395,29396,49.49,23313,39.25,05/19/2021
Middlebury,No,7798,4994,64.04,4244,54.42,05/19/2021
Middlefield,No,4374,2681,61.29,2355,53.84,05/19/2021
Middletown,Yes,46258,28569,61.76,24048,51.99,05/19/2021
Milford,Yes,54747,33079,60.42,28358,51.8,05/19/2021
Monroe,No,19434,11397,58.64,9686,49.84,05/19/2021
Montville,Yes,18508,9198,49.7,7917,42.78,05/19/2021
Morris,No,2254,1201,53.28,1017,45.12,05/19/2021
Naugatuck,No,31108,15427,49.59,12636,40.62,05/19/2021
New Britain,Yes,72495,28800,39.73,22915,31.61,05/19/2021
New Canaan,No,20233,13855,68.48,11105,54.89,05/19/2021
New Fairfield,No,13878,7707,55.53,6446,46.45,05/19/2021
New Hartford,No,6656,3866,58.08,3363,50.53,05/19/2021
New Haven,Yes,130250,59255,45.49,49601,38.08,05/19/2021
New London,Yes,26858,12042,44.84,9607,35.77,05/19/2021
New Milford,No,26805,15789,58.9,12623,47.09,05/19/2021
Newington,No,30014,18847,62.79,16239,54.1,05/19/2021
Newtown,No,27891,17105,61.33,14440,51.77,05/19/2021
Norfolk,No,1630,888,54.48,745,45.71,05/19/2021
North Branford,No,14146,9040,63.9,7860,55.56,05/19/2021
North Canaan,No,3251,1258,38.7,972,29.9,05/19/2021
North Haven,No,23683,16253,68.63,14261,60.22,05/19/2021
North Stonington,No,5196,2634,50.69,2332,44.88,05/19/2021
Norwalk,Yes,88816,51258,57.71,41061,46.23,05/19/2021
Norwich,Yes,38768,18132,46.77,14769,38.1,05/19/2021
Old Lyme,No,7306,5064,69.31,4404,60.28,05/19/2021
Old Saybrook,No,10061,7728,76.81,6709,66.68,05/19/2021
Orange,Yes,13926,9014,64.73,7914,56.83,05/19/2021
Oxford,No,13255,7615,57.45,6745,50.89,05/19/2021
Plainfield,Yes,15125,6378,42.17,5336,35.28,05/19/2021
Plainville,No,17534,9619,54.86,8093,46.16,05/19/2021
Plymouth,No,11598,5345,46.09,4257,36.7,05/19/2021
Pomfret,No,4203,2249,53.51,1932,45.97,05/19/2021
Portland,No,9267,5830,62.91,4999,53.94,05/19/2021
Preston,No,4625,2503,54.12,2220,48,05/19/2021
Prospect,No,9702,5565,57.36,4879,50.29,05/19/2021
Putnam,No,9389,4160,44.31,3351,35.69,05/19/2021
Redding,No,9116,5406,59.3,4551,49.92,05/19/2021
Resident out of state,,,57381,,43684,,05/19/2021
Ridgefield,No,24959,16162,64.75,13592,54.46,05/19/2021
Rocky Hill,No,20115,12945,64.35,11191,55.64,05/19/2021
Roxbury,No,2152,1487,69.1,1256,58.36,05/19/2021
Salem,No,4083,2260,55.35,1974,48.35,05/19/2021
Salisbury,No,3600,2894,80.39,2353,65.36,05/19/2021
Scotland,No,1672,776,46.41,691,41.33,05/19/2021
Seymour,No,16437,8931,54.33,7383,44.92,05/19/2021
Sharon,No,2689,1665,61.92,1398,51.99,05/19/2021
Shelton,No,41129,24113,58.63,20604,50.1,05/19/2021
Sherman,No,3630,2017,55.56,1675,46.14,05/19/2021
Simsbury,No,25395,16584,65.3,14349,56.5,05/19/2021
Somers,No,10784,5615,52.07,4844,44.92,05/19/2021
South Windsor,No,26162,17128,65.47,14782,56.5,05/19/2021
Southbury,No,19571,12971,66.28,11191,57.18,05/19/2021
Southington,No,43834,26459,60.36,23158,52.83,05/19/2021
Sprague,No,2859,1294,45.26,1099,38.44,05/19/2021
Stafford,No,11893,5532,46.51,4659,39.17,05/19/2021
Stamford,Yes,129638,78492,60.55,61234,47.23,05/19/2021
Sterling,No,3782,1318,34.85,1108,29.3,05/19/2021
Stonington,No,18559,11608,62.55,10325,55.63,05/19/2021
Stratford,No,51849,26871,51.83,22212,42.84,05/19/2021
Suffield,No,15814,9008,56.96,7747,48.99,05/19/2021
Thomaston,No,7535,3921,52.04,3203,42.51,05/19/2021
Thompson,No,9379,3564,38,2986,31.84,05/19/2021
Tolland,No,14618,8926,61.06,7730,52.88,05/19/2021
Torrington,Yes,34044,17755,52.15,14696,43.17,05/19/2021
Trumbull,No,35673,23131,64.84,19586,54.9,05/19/2021
Union,No,839,466,55.54,402,47.91,05/19/2021
Vernon,Yes,29359,16880,57.5,14410,49.08,05/19/2021
Voluntown,No,2510,1254,49.96,1072,42.71,05/19/2021
Wallingford,No,44326,27797,62.71,24158,54.5,05/19/2021
Warren,No,1395,848,60.79,726,52.04,05/19/2021
Washington,No,3428,2343,68.35,1987,57.96,05/19/2021
Waterbury,Yes,107568,42613,39.61,33212,30.88,05/19/2021
Waterford,Yes,18746,12209,65.13,10657,56.85,05/19/2021
Watertown,No,21578,12265,56.84,10215,47.34,05/19/2021
West Hartford,Yes,62965,42866,68.08,36565,58.07,05/19/2021
West Haven,Yes,54620,27059,49.54,22369,40.95,05/19/2021
Westbrook,No,6869,4500,65.51,3860,56.19,05/19/2021
Weston,No,10252,6857,66.88,5666,55.27,05/19/2021
Westport,No,28491,18863,66.21,15541,54.55,05/19/2021
Wethersfield,No,26008,17072,65.64,15014,57.73,05/19/2021
Willington,No,5864,2976,50.75,2502,42.67,05/19/2021
Wilton,No,18343,12522,68.27,10433,56.88,05/19/2021
Winchester,Yes,10604,5187,48.92,4424,41.72,05/19/2021
Windham,Yes,24561,10455,42.57,8352,34.01,05/19/2021
Windsor,No,28733,17219,59.93,14626,50.9,05/19/2021
Windsor Locks,Yes,12854,6864,53.4,5879,45.74,05/19/2021
Wolcott,No,16587,9275,55.92,7639,46.05,05/19/2021
Woodbridge,No,8750,6152,70.31,5352,61.17,05/19/2021
Woodbury,No,9502,5854,61.61,4983,52.44,05/19/2021
Woodstock,No,7858,4123,52.47,3525,44.86,05/19/2021
Address pending validation,,,4365,,3575,,05/26/2021
Andover,No,3236,1913,59.12,1686,52.1,05/26/2021
Ansonia,Yes,18654,8781,47.07,7277,39.01,05/26/2021
Ashford,No,4255,2383,56,2064,48.51,05/26/2021
Avon,No,18276,13380,73.21,11522,63.04,05/26/2021
Barkhamsted,No,3606,2160,59.9,1883,52.22,05/26/2021
Beacon Falls,No,6222,3523,56.62,3038,48.83,05/26/2021
Berlin,No,20436,12750,62.39,11474,56.15,05/26/2021
Bethany,No,5548,3485,62.82,3101,55.89,05/26/2021
Bethel,No,19800,11186,56.49,9199,46.46,05/26/2021
Bethlehem,No,3402,1920,56.44,1633,48,05/26/2021
Bloomfield,No,21211,13072,61.63,11329,53.41,05/26/2021
Bolton,No,4884,3033,62.1,2697,55.22,05/26/2021
Bozrah,No,2726,1441,52.86,1263,46.33,05/26/2021
Branford,No,27900,18820,67.46,16618,59.56,05/26/2021
Bridgeport,Yes,144399,59693,41.34,46695,32.34,05/26/2021
Bridgewater,No,1635,1121,68.56,969,59.27,05/26/2021
Bristol,Yes,59947,33358,55.65,27842,46.44,05/26/2021
Brookfield,No,16973,10623,62.59,9059,53.37,05/26/2021
Brooklyn,No,8272,4011,48.49,3481,42.08,05/26/2021
Burlington,No,9704,6081,62.66,5191,53.49,05/26/2021
Canaan,No,1053,914,86.8,740,70.28,05/26/2021
Canterbury,No,5079,2506,49.34,2158,42.49,05/26/2021
Canton,No,10254,6618,64.54,5726,55.84,05/26/2021
Chaplin,No,2239,1116,49.84,978,43.68,05/26/2021
Cheshire,No,28937,19930,68.87,17427,60.22,05/26/2021
Chester,No,4213,2779,65.96,2468,58.58,05/26/2021
Clinton,No,12925,8910,68.94,7655,59.23,05/26/2021
Colchester,No,15809,9402,59.47,8112,51.31,05/26/2021
Colebrook,No,1400,836,59.71,696,49.71,05/26/2021
Columbia,No,5379,3251,60.44,2879,53.52,05/26/2021
